state,date,PRECTOTCORR,T2M,RH2M
Abia,20211128,0.46,26.04,87.82
Abia,20211129,0.65,26.19,87.29
Abia,20211130,0.48,26.9,82.54
Abia,20211201,0.1,25.81,78.8
Abia,20211202,0.91,26.09,88.45
Abia,20211203,0.37,25.18,88.43
Abia,20211204,0.19,26.2,83.09
Abia,20211205,1.5,25.97,84.82
Abia,20211206,0.5,25.99,90.14
Abia,20211207,0.03,27.07,83.66
Abia,20211208,0.09,25.32,76.63
Abia,20211209,0.0,24.73,73.11
Abia,20211210,0.0,24.22,76.21
Abia,20211211,0.0,24.31,77.15
Abia,20211212,0.09,24.75,75.29
Abia,20211213,0.64,25.21,79.65
Abia,20211214,0.46,25.4,79.64
Abia,20211215,0.33,24.69,73.98
Abia,20211216,0.28,23.56,69.68
Abia,20211217,0.07,24.38,72.78
Abia,20211218,0.0,23.5,70.53
Abia,20211219,0.04,23.89,69.08
Abia,20211220,0.0,24.1,72.44
Abia,20211221,0.38,24.41,70.54
Abia,20211222,0.02,24.51,71.68
Abia,20211223,0.01,26.23,66.11
Abia,20211224,0.27,24.8,75.75
Abia,20211225,7.83,25.12,85.98
Abia,20211226,0.08,24.46,74.53
Abia,20211227,0.1,26.45,83.89
Abia,20211228,0.71,24.47,78.48
Abia,20211229,0.31,23.95,72.47
Abia,20211230,0.0,24.54,72.65
Abia,20211231,3.09,24.76,73.57
Abia,20220101,4.33,26.66,78.87
Abia,20220102,0.48,24.66,69.34
Abia,20220103,1.55,22.76,67.53
Abia,20220104,0.03,23.75,74.58
Abia,20220105,0.01,25.03,71.7
Abia,20220106,0.23,24.66,72.02
Abia,20220107,4.66,25.73,76.86
Abia,20220108,17.53,26.48,87.34
Abia,20220109,10.84,26.19,89.31
Abia,20220110,4.79,26.09,81.39
Abia,20220111,0.06,25.88,75.55
Abia,20220112,0.32,25.4,85.65
Abia,20220113,1.21,25.71,91.4
Abia,20220114,0.42,26.36,85.8
Abia,20220115,0.22,26.26,85.29
Abia,20220116,3.67,25.81,88.52
Abia,20220117,13.09,25.75,87.47
Abia,20220118,8.51,24.09,69.64
Abia,20220119,0.01,21.75,63.46
Abia,20220120,0.0,23.23,67.5
Abia,20220121,0.08,23.77,67.52
Abia,20220122,0.1,24.34,68.78
Abia,20220123,4.26,24.14,68.18
Abia,20220124,0.69,23.64,68.53
Abia,20220125,0.0,22.7,63.0
Abia,20220126,1.26,23.63,68.72
Abia,20220127,2.52,25.16,74.85
Abia,20220128,0.06,23.82,66.26
Abia,20220129,0.0,22.33,64.35
Abia,20220130,0.0,22.36,60.08
Abia,20220131,0.0,22.52,64.58
Abia,20220201,0.0,23.74,66.29
Abia,20220202,0.03,24.25,66.26
Abia,20220203,0.73,24.32,59.62
Abia,20220204,0.04,23.24,59.05
Abia,20220205,0.0,23.82,59.2
Abia,20220206,0.0,24.45,72.46
Abia,20220207,0.0,24.31,69.74
Abia,20220208,0.0,24.3,75.07
Abia,20220209,0.0,25.94,79.16
Abia,20220210,0.13,24.73,59.38
Abia,20220211,0.0,23.47,63.06
Abia,20220212,0.16,23.76,70.76
Abia,20220213,0.4,25.73,79.71
Abia,20220214,0.31,26.2,80.62
Abia,20220215,0.03,26.12,84.97
Abia,20220216,0.06,26.59,84.76
Abia,20220217,0.03,26.95,83.6
Abia,20220218,0.04,27.34,81.81
Abia,20220219,0.04,27.24,82.88
Abia,20220220,0.04,25.86,65.94
Abia,20220221,0.02,25.62,65.17
Abia,20220222,0.05,25.96,73.75
Abia,20220223,0.03,26.54,81.4
Abia,20220224,0.02,27.05,83.3
Abia,20220225,0.04,26.61,73.01
Abia,20220226,0.08,25.27,79.76
Abia,20220227,0.26,26.21,86.96
Abia,20220228,0.28,26.45,86.64
Abia,20220301,0.16,27.17,84.65
Abia,20220302,4.54,26.44,89.22
Abia,20220303,3.31,26.27,87.94
Abia,20220304,3.04,25.87,90.07
Abia,20220305,1.43,26.4,85.83
Abia,20220306,3.92,25.59,91.0
Abia,20220307,1.88,26.74,85.09
Abia,20220308,4.46,27.28,85.71
Abia,20220309,12.09,26.79,88.56
Abia,20220310,11.45,26.38,89.67
Abia,20220311,4.44,26.83,86.2
Abia,20220312,0.64,26.86,87.9
Abia,20220313,0.31,26.69,86.58
Abia,20220314,0.04,27.27,83.22
Abia,20220315,0.44,26.81,88.29
Abia,20220316,0.11,27.13,84.65
Abia,20220317,0.1,27.14,84.69
Abia,20220318,0.25,27.07,86.17
Abia,20220319,0.58,27.19,87.28
Abia,20220320,0.38,27.05,86.73
Abia,20220321,0.36,27.16,85.72
Abia,20220322,0.8,26.95,87.96
Abia,20220323,0.87,27.13,87.64
Abia,20220324,1.06,27.15,87.52
Abia,20220325,0.84,26.77,89.87
Abia,20220326,0.46,27.69,84.91
Abia,20220327,0.82,27.8,83.1
Abia,20220328,0.19,27.26,77.18
Abia,20220329,0.41,27.56,83.33
Abia,20220330,0.31,27.83,84.27
Abia,20220331,0.59,27.53,86.72
Abia,20220401,3.22,26.31,90.36
Abia,20220402,0.38,26.61,82.53
Abia,20220403,0.97,26.48,86.77
Abia,20220404,1.52,26.51,86.89
Abia,20220405,3.25,26.91,84.99
Abia,20220406,16.61,28.32,78.69
Abia,20220407,4.15,27.4,85.53
Abia,20220408,7.78,26.58,88.42
Abia,20220409,13.63,26.0,89.95
Abia,20220410,2.61,26.84,82.21
Abia,20220411,0.43,26.27,88.49
Abia,20220412,2.3,26.67,86.17
Abia,20220413,1.61,26.24,87.61
Abia,20220414,0.32,25.76,87.01
Abia,20220415,0.41,26.6,82.91
Abia,20220416,1.12,27.16,84.56
Abia,20220417,17.67,26.27,92.11
Abia,20220418,4.1,25.85,88.09
Abia,20220419,1.15,26.19,82.68
Abia,20220420,0.39,26.9,83.6
Abia,20220421,26.83,26.35,91.3
Abia,20220422,2.8,26.87,87.88
Abia,20220423,8.62,26.82,89.17
Abia,20220424,5.94,26.12,91.31
Abia,20220425,3.12,26.48,88.79
Abia,20220426,3.1,27.04,84.67
Abia,20220427,21.07,26.12,90.59
Abia,20220428,6.05,26.03,87.31
Abia,20220429,5.73,25.43,86.92
Abia,20220430,1.51,26.72,82.78
Abia,20220501,2.7,25.65,92.4
Abia,20220502,3.78,25.72,90.54
Abia,20220503,1.91,27.21,84.97
Abia,20220504,3.73,25.55,90.11
Abia,20220505,12.14,27.04,85.28
Abia,20220506,8.04,26.14,92.32
Abia,20220507,0.47,26.42,87.56
Abia,20220508,0.9,27.02,86.55
Abia,20220509,2.66,26.46,91.79
Abia,20220510,2.16,25.57,92.25
Abia,20220511,1.2,26.9,85.29
Abia,20220512,1.61,27.2,85.31
Abia,20220513,3.54,26.91,89.8
Abia,20220514,2.67,26.56,90.73
Abia,20220515,2.73,26.49,91.18
Abia,20220516,6.41,27.64,84.03
Abia,20220517,5.31,27.02,89.36
Abia,20220518,9.73,26.41,90.95
Abia,20220519,8.92,25.81,90.93
Abia,20220520,1.7,26.57,85.45
Abia,20220521,6.05,25.93,91.64
Abia,20220522,1.97,25.56,88.74
Abia,20220523,4.3,25.67,88.0
Abia,20220524,2.79,25.4,85.55
Abia,20220525,2.71,25.74,87.65
Abia,20220526,15.51,25.91,88.67
Abia,20220527,6.59,24.96,91.79
Abia,20220528,2.37,26.05,85.96
Abia,20220529,5.12,26.24,88.0
Abia,20220530,10.2,25.1,94.58
Abia,20220531,8.48,25.84,90.18
Abia,20220601,7.85,25.93,89.84
Abia,20220602,3.98,26.57,88.58
Abia,20220603,4.58,26.19,90.7
Abia,20220604,10.23,25.71,91.88
Abia,20220605,7.43,25.31,84.14
Abia,20220606,6.2,26.14,81.09
Abia,20220607,10.44,25.8,88.69
Abia,20220608,16.73,24.86,94.24
Abia,20220609,21.22,25.61,91.04
Abia,20220610,2.74,25.75,89.61
Abia,20220611,4.13,25.26,91.2
Abia,20220612,1.74,25.05,90.38
Abia,20220613,0.76,25.76,86.32
Abia,20220614,1.72,26.06,88.91
Abia,20220615,4.29,25.66,93.29
Abia,20220616,5.49,24.55,93.82
Abia,20220617,0.61,24.77,88.65
Abia,20220618,1.93,25.43,87.54
Abia,20220619,0.9,25.31,88.26
Abia,20220620,2.92,24.87,90.71
Abia,20220621,20.2,24.19,94.68
Abia,20220622,1.63,25.1,89.86
Abia,20220623,0.52,24.78,90.21
Abia,20220624,3.88,24.92,92.3
Abia,20220625,1.26,25.6,88.42
Abia,20220626,3.42,24.55,92.21
Abia,20220627,0.65,24.75,87.81
Abia,20220628,0.96,25.28,89.13
Abia,20220629,2.92,25.14,91.92
Abia,20220630,6.94,25.23,90.49
Abia,20220701,2.88,24.9,89.13
Abia,20220702,2.45,25.66,86.45
Abia,20220703,1.88,25.97,88.03
Abia,20220704,2.49,24.73,91.73
Abia,20220705,24.23,24.06,93.63
Abia,20220706,2.05,25.29,87.84
Abia,20220707,5.33,26.21,89.0
Abia,20220708,7.08,25.23,92.69
Abia,20220709,7.58,25.0,91.96
Abia,20220710,4.89,25.03,90.45
Abia,20220711,3.47,25.34,87.6
Abia,20220712,2.93,25.05,88.27
Abia,20220713,3.32,25.02,88.47
Abia,20220714,2.28,25.68,86.97
Abia,20220715,1.08,25.1,89.31
Abia,20220716,1.16,24.93,88.77
Abia,20220717,0.33,24.95,86.95
Abia,20220718,0.75,25.49,85.04
Abia,20220719,0.25,25.11,85.27
Abia,20220720,1.84,24.87,86.7
Abia,20220721,5.58,24.53,89.06
Abia,20220722,5.62,24.87,88.65
Abia,20220723,6.67,25.07,89.07
Abia,20220724,2.68,24.83,88.33
Abia,20220725,12.51,24.64,91.99
Abia,20220726,10.68,24.64,92.43
Abia,20220727,23.97,24.66,92.49
Abia,20220728,14.93,24.64,92.04
Abia,20220729,2.26,24.8,88.79
Abia,20220730,5.3,24.84,88.99
Abia,20220731,12.11,25.22,88.29
Abia,20220801,8.01,24.02,90.63
Abia,20220802,2.13,24.49,86.95
Abia,20220803,2.11,24.83,86.69
Abia,20220804,0.52,24.91,86.65
Abia,20220805,0.91,25.48,85.21
Abia,20220806,1.36,25.4,86.57
Abia,20220807,1.78,25.32,87.92
Abia,20220808,3.33,25.8,87.72
Abia,20220809,25.63,25.7,88.91
Abia,20220810,11.24,24.8,90.87
Abia,20220811,16.6,24.85,91.33
Abia,20220812,23.54,25.17,90.85
Abia,20220813,16.93,24.66,92.07
Abia,20220814,7.7,23.87,93.39
Abia,20220815,2.61,24.42,89.59
Abia,20220816,0.85,24.27,88.47
Abia,20220817,0.39,25.4,83.77
Abia,20220818,3.27,24.26,92.67
Abia,20220819,0.42,24.96,87.41
Abia,20220820,1.77,25.39,87.59
Abia,20220821,0.85,25.45,86.73
Abia,20220822,3.95,24.23,92.17
Abia,20220823,2.68,24.44,90.18
Abia,20220824,1.24,24.52,88.09
Abia,20220825,7.59,25.14,87.74
Abia,20220826,20.81,24.84,89.54
Abia,20220827,30.39,24.64,90.4
Abia,20220828,6.17,24.74,87.74
Abia,20220829,1.93,25.66,85.29
Abia,20220830,7.75,25.42,88.87
Abia,20220831,4.84,25.23,89.64
Abia,20220901,2.05,25.08,88.8
Abia,20220902,5.06,24.71,90.11
Abia,20220903,7.83,25.5,86.23
Abia,20220904,18.29,25.67,87.82
Abia,20220905,16.44,25.39,88.85
Abia,20220906,29.71,25.64,90.03
Abia,20220907,22.51,25.47,90.35
Abia,20220908,5.19,25.45,88.63
Abia,20220909,5.3,25.24,88.71
Abia,20220910,14.39,25.18,89.29
Abia,20220911,6.61,25.01,89.04
Abia,20220912,6.57,25.45,88.66
Abia,20220913,8.72,25.08,90.76
Abia,20220914,6.11,26.13,86.75
Abia,20220915,9.18,24.68,93.63
Abia,20220916,6.11,24.77,91.59
Abia,20220917,6.38,24.92,90.49
Abia,20220918,1.9,25.62,87.61
Abia,20220919,4.39,24.6,91.7
Abia,20220920,4.12,25.65,87.45
Abia,20220921,5.16,25.63,88.96
Abia,20220922,7.15,24.67,92.1
Abia,20220923,22.53,25.42,87.39
Abia,20220924,29.59,25.43,90.51
Abia,20220925,22.92,24.59,93.17
Abia,20220926,19.51,23.72,93.13
Abia,20220927,22.06,24.07,92.49
Abia,20220928,14.34,24.02,91.39
Abia,20220929,1.08,25.41,86.47
Abia,20220930,3.03,25.2,89.6
Abia,20221001,13.83,24.42,92.84
Abia,20221002,6.58,24.76,88.93
Abia,20221003,1.83,25.25,88.94
Abia,20221004,1.62,25.69,85.05
Abia,20221005,4.49,25.66,89.31
Abia,20221006,9.16,25.27,91.38
Abia,20221007,11.93,24.94,89.34
Abia,20221008,4.45,24.44,89.38
Abia,20221009,5.5,25.04,91.19
Abia,20221010,3.15,25.06,90.93
Abia,20221011,5.15,25.96,85.9
Abia,20221012,5.99,25.67,87.59
Abia,20221013,1.97,26.21,87.41
Abia,20221014,4.02,26.07,83.78
Abia,20221015,5.72,25.04,91.81
Abia,20221016,6.68,26.64,80.09
Abia,20221017,1.59,26.31,86.56
Abia,20221018,11.29,26.05,89.46
Abia,20221019,0.98,25.95,90.93
Abia,20221020,0.81,25.69,90.78
Abia,20221021,1.85,25.29,91.94
Abia,20221022,0.88,26.5,84.37
Abia,20221023,1.9,25.45,90.46
Abia,20221024,3.04,26.2,88.55
Abia,20221025,3.4,24.87,93.57
Abia,20221026,1.33,26.91,82.34
Abia,20221027,1.31,26.96,85.34
Abia,20221028,8.7,26.85,80.32
Abia,20221029,6.56,24.99,85.83
Abia,20221030,2.5,26.32,83.24
Abia,20221031,5.86,27.29,80.96
Abia,20221101,3.92,25.67,83.11
Abia,20221102,12.16,25.33,87.37
Abia,20221103,7.08,25.6,91.34
Abia,20221104,17.94,26.97,84.06
Abia,20221105,1.38,26.07,82.24
Abia,20221106,2.34,25.47,83.11
Abia,20221107,0.11,27.02,76.26
Abia,20221108,0.06,26.41,78.69
Abia,20221109,1.28,26.38,88.43
Abia,20221110,1.8,26.44,87.16
Abia,20221111,1.02,25.85,88.84
Abia,20221112,1.76,26.31,86.94
Abia,20221113,4.0,26.44,85.41
Abia,20221114,0.41,26.86,81.84
Abia,20221115,0.83,26.21,83.55
Abia,20221116,1.04,24.98,88.63
Abia,20221117,0.6,26.27,84.53
Abia,20221118,0.54,26.33,81.88
Abia,20221119,3.6,25.19,86.54
Abia,20221120,0.16,25.79,74.79
Abia,20221121,0.52,25.8,73.44
Abia,20221122,0.09,26.35,82.84
Abia,20221123,0.02,26.58,74.53
Abia,20221124,0.0,25.37,72.44
Abia,20221125,0.01,25.45,74.34
Abia,20221126,0.05,25.68,83.73
Abia,20221127,0.49,26.1,85.02
Abia,20221128,0.84,25.43,88.05
Abia,20221129,0.19,25.6,83.82
Abia,20221130,0.11,25.49,72.64
Abia,20221201,0.24,25.25,86.16
Abia,20221202,0.01,25.95,79.63
Abia,20221203,0.0,26.52,77.25
Abia,20221204,0.01,26.7,85.09
Abia,20221205,0.0,26.51,85.9
Abia,20221206,0.0,25.66,86.0
Abia,20221207,0.58,25.32,86.91
Abia,20221208,0.61,26.26,79.12
Abia,20221209,0.31,25.34,79.16
Abia,20221210,0.0,24.34,75.05
Abia,20221211,0.15,23.62,78.04
Abia,20221212,5.94,24.84,83.0
Abia,20221213,1.65,25.64,78.64
Abia,20221214,1.91,25.57,74.93
Abia,20221215,2.87,25.5,86.97
Abia,20221216,3.37,25.54,87.11
Abia,20221217,0.32,24.98,91.69
Abia,20221218,0.08,25.04,89.79
Abia,20221219,0.01,24.79,67.73
Abia,20221220,0.01,24.5,62.6
Abia,20221221,0.0,24.59,62.26
Abia,20221222,0.0,23.73,68.37
Abia,20221223,0.0,23.25,72.5
Abia,20221224,0.0,23.37,73.99
Abia,20221225,0.0,23.66,70.53
Abia,20221226,0.0,25.33,72.56
Abia,20221227,0.0,25.82,70.57
Abia,20221228,0.0,25.26,71.33
Abia,20221229,0.0,24.42,66.48
Abia,20221230,0.0,23.94,66.7
Abia,20221231,0.0,24.34,62.21
Abia,20230101,0.0,24.97,66.9
Abia,20230102,0.0,25.1,69.02
Abia,20230103,0.01,25.91,72.74
Abia,20230104,0.01,24.92,74.6
Abia,20230105,0.69,24.7,80.89
Abia,20230106,0.0,25.38,74.92
Abia,20230107,0.0,24.65,68.85
Abia,20230108,0.0,24.86,69.65
Abia,20230109,0.0,24.52,68.63
Abia,20230110,0.0,23.86,70.59
Abia,20230111,0.0,24.87,66.84
Abia,20230112,0.0,23.1,67.23
Abia,20230113,0.0,23.78,68.83
Abia,20230114,0.01,24.51,74.17
Abia,20230115,0.13,24.46,78.98
Abia,20230116,0.0,25.2,64.95
Abia,20230117,0.0,24.76,71.21
Abia,20230118,0.0,25.15,70.7
Abia,20230119,0.0,24.91,71.88
Abia,20230120,0.02,25.94,82.41
Abia,20230121,0.21,26.49,82.15
Abia,20230122,0.38,25.91,86.17
Abia,20230123,0.1,26.15,80.97
Abia,20230124,0.4,26.23,83.3
Abia,20230125,1.04,26.69,83.85
Abia,20230126,0.24,26.21,87.59
Abia,20230127,0.61,25.97,88.43
Abia,20230128,0.8,25.64,90.39
Abia,20230129,0.54,26.22,84.47
Abia,20230130,0.53,24.6,92.97
Abia,20230131,0.0,25.75,87.23
Abia,20230201,0.0,25.84,88.31
Abia,20230202,0.0,26.24,86.53
Abia,20230203,0.0,27.3,81.94
Abia,20230204,0.0,26.23,88.55
Abia,20230205,1.67,26.58,85.61
Abia,20230206,1.98,26.17,87.86
Abia,20230207,1.65,26.5,84.19
Abia,20230208,1.2,26.92,82.95
Abia,20230209,0.55,27.42,79.81
Abia,20230210,0.0,27.8,79.67
Abia,20230211,0.0,27.53,76.24
Abia,20230212,0.0,26.02,66.99
Abia,20230213,0.0,23.7,63.86
Abia,20230214,0.0,24.03,66.36
Abia,20230215,0.0,25.07,66.22
Abia,20230216,0.0,25.34,61.07
Abia,20230217,0.0,25.71,57.17
Abia,20230218,0.0,25.09,64.71
Abia,20230219,0.0,24.98,63.87
Abia,20230220,0.0,24.53,65.06
Abia,20230221,0.01,24.9,70.32
Abia,20230222,2.09,26.33,81.89
Abia,20230223,2.84,26.98,84.6
Abia,20230224,2.87,27.05,86.03
Abia,20230225,1.72,26.88,87.53
Abia,20230226,1.54,27.09,83.98
Abia,20230227,2.63,26.4,88.78
Abia,20230228,0.27,26.51,87.08
Abia,20230301,1.77,26.83,84.95
Abia,20230302,1.98,26.1,90.38
Abia,20230303,1.88,26.44,88.27
Abia,20230304,4.34,25.95,90.54
Abia,20230305,3.22,27.11,84.67
Abia,20230306,1.46,25.25,89.95
Abia,20230307,4.54,27.0,85.59
Abia,20230308,6.37,26.51,89.22
Abia,20230309,6.77,26.62,88.46
Abia,20230310,5.47,27.33,84.58
Abia,20230311,2.34,26.38,86.07
Abia,20230312,0.87,26.05,87.35
Abia,20230313,1.3,26.43,86.63
Abia,20230314,1.64,26.51,86.66
Abia,20230315,13.05,25.9,90.2
Abia,20230316,0.56,25.62,85.47
Abia,20230317,3.38,26.96,80.35
Abia,20230318,8.29,25.46,90.03
Abia,20230319,1.38,25.33,84.18
Abia,20230320,0.77,26.65,78.27
Abia,20230321,13.28,25.64,89.68
Abia,20230322,0.81,26.56,83.44
Abia,20230323,1.08,26.13,85.52
Abia,20230324,2.52,24.78,91.05
Abia,20230325,1.08,25.63,88.71
Abia,20230326,5.07,26.42,80.35
Abia,20230327,6.72,26.12,85.36
Abia,20230328,1.83,27.09,79.91
Abia,20230329,1.69,26.68,86.77
Abia,20230330,2.07,27.01,85.48
Abia,20230331,0.78,26.03,89.11
Abia,20230401,0.22,27.14,80.53
Abia,20230402,0.43,26.45,86.69
Abia,20230403,1.98,26.19,90.08
Abia,20230404,1.05,26.31,83.21
Abia,20230405,0.18,27.3,83.24
Abia,20230406,8.82,26.64,89.6
Abia,20230407,7.99,27.06,87.74
Abia,20230408,10.09,27.01,88.59
Abia,20230409,5.21,26.14,87.34
Abia,20230410,3.94,27.02,85.55
Abia,20230411,2.33,26.18,89.75
Abia,20230412,0.38,26.91,85.38
Abia,20230413,1.27,27.33,85.84
Abia,20230414,5.75,27.25,88.02
Abia,20230415,2.05,27.36,87.86
Abia,20230416,1.04,26.78,88.52
Abia,20230417,8.69,26.73,85.7
Abia,20230418,0.33,27.17,85.7
Abia,20230419,5.73,26.35,89.88
Abia,20230420,2.39,27.7,84.03
Abia,20230421,5.15,26.89,88.35
Abia,20230422,1.86,26.95,88.45
Abia,20230423,2.06,26.22,91.5
Abia,20230424,0.4,27.45,82.1
Abia,20230425,1.74,26.55,88.77
Abia,20230426,1.5,26.84,86.78
Abia,20230427,2.08,26.05,87.18
Abia,20230428,0.25,26.69,85.1
Abia,20230429,3.49,25.68,91.1
Abia,20230430,2.36,25.89,87.89
Abia,20230501,1.06,25.69,85.79
Abia,20230502,1.1,26.39,84.4
Abia,20230503,0.83,26.48,86.68
Abia,20230504,3.68,26.16,89.75
Abia,20230505,4.98,27.53,79.45
Abia,20230506,0.67,26.27,86.61
Abia,20230507,1.9,26.64,87.56
Abia,20230508,0.97,26.91,84.66
Abia,20230509,1.23,26.38,88.38
Abia,20230510,0.96,26.68,90.21
Abia,20230511,2.32,26.77,89.08
Abia,20230512,2.09,27.47,84.37
Abia,20230513,0.98,28.26,81.72
Abia,20230514,3.19,27.8,86.32
Abia,20230515,4.78,27.42,89.75
Abia,20230516,5.34,27.42,88.91
Abia,20230517,5.88,26.85,88.54
Abia,20230518,2.69,26.87,87.44
Abia,20230519,6.29,27.17,90.06
Abia,20230520,12.7,27.04,90.19
Abia,20230521,0.82,26.12,90.15
Abia,20230522,0.94,26.9,87.84
Abia,20230523,0.68,26.92,89.63
Abia,20230524,1.41,27.2,89.4
Abia,20230525,4.33,26.86,89.91
Abia,20230526,8.35,27.46,86.47
Abia,20230527,3.62,26.87,91.03
Abia,20230528,4.45,25.52,93.1
Abia,20230529,1.24,26.41,87.07
Abia,20230530,2.0,26.56,88.58
Abia,20230531,2.66,26.45,90.79
Abia,20230601,5.62,26.31,91.12
Abia,20230602,14.38,26.1,91.69
Abia,20230603,2.15,26.73,86.81
Abia,20230604,3.53,25.69,92.29
Abia,20230605,15.24,26.05,91.02
Abia,20230606,19.25,25.68,91.6
Abia,20230607,9.67,25.49,91.7
Abia,20230608,8.99,25.29,90.51
Abia,20230609,3.39,25.81,88.89
Abia,20230610,14.72,25.86,90.49
Abia,20230611,19.58,25.85,89.03
Abia,20230612,3.07,26.32,84.8
Abia,20230613,5.28,25.35,90.48
Abia,20230614,9.22,25.49,89.03
Abia,20230615,3.25,25.56,88.6
Abia,20230616,2.42,26.0,86.84
Abia,20230617,3.3,26.68,87.59
Abia,20230618,11.42,25.84,92.63
Abia,20230619,71.65,25.47,94.13
Abia,20230620,5.15,25.1,94.15
Abia,20230621,6.19,25.07,92.59
Abia,20230622,4.14,24.85,92.25
Abia,20230623,2.76,25.17,87.91
Abia,20230624,0.57,25.07,88.54
Abia,20230625,1.8,25.49,86.08
Abia,20230626,2.62,24.83,91.24
Abia,20230627,13.72,24.26,94.34
Abia,20230628,28.77,24.72,94.05
Abia,20230629,3.06,25.53,89.1
Abia,20230630,3.62,25.44,91.6
Abia,20230701,19.79,25.3,92.2
Abia,20230702,15.14,25.59,90.92
Abia,20230703,16.99,26.73,87.65
Abia,20230704,11.06,24.94,94.63
Abia,20230705,3.34,25.69,85.02
Abia,20230706,4.6,26.13,84.71
Abia,20230707,14.97,25.39,92.62
Abia,20230708,17.66,24.94,94.1
Abia,20230709,5.26,25.91,86.36
Abia,20230710,0.54,26.42,85.94
Abia,20230711,3.27,24.67,94.14
Abia,20230712,24.77,25.39,92.21
Abia,20230713,1.44,25.62,89.65
Abia,20230714,4.16,26.76,84.18
Abia,20230715,0.69,27.13,85.32
Abia,20230716,6.13,26.06,92.07
Abia,20230717,1.47,26.29,88.05
Abia,20230718,1.38,25.37,93.31
Abia,20230719,0.51,25.51,94.45
Abia,20230720,9.39,25.82,92.81
Abia,20230721,8.42,26.02,90.7
Abia,20230722,9.55,24.88,94.19
Abia,20230723,18.58,25.92,88.98
Abia,20230724,36.27,24.74,93.12
Abia,20230725,2.15,26.13,86.39
Abia,20230726,6.21,26.64,87.34
Abia,20230727,9.6,26.08,90.01
Abia,20230728,14.14,25.1,93.19
Abia,20230729,12.98,25.0,92.63
Abia,20230730,1.09,26.11,88.61
Abia,20230731,1.77,25.21,92.58
Abia,20230801,1.49,25.14,90.78
Abia,20230802,0.89,25.28,88.29
Abia,20230803,0.37,24.81,88.88
Abia,20230804,0.28,25.85,86.19
Abia,20230805,0.72,26.08,87.79
Abia,20230806,1.69,25.39,91.31
Abia,20230807,0.8,26.12,87.22
Abia,20230808,0.55,25.4,88.44
Abia,20230809,2.34,25.73,88.27
Abia,20230810,5.44,25.24,90.56
Abia,20230811,1.65,25.31,89.38
Abia,20230812,2.17,25.89,87.6
Abia,20230813,10.86,25.23,93.37
Abia,20230814,1.55,25.27,90.57
Abia,20230815,0.21,26.53,83.53
Abia,20230816,3.52,26.85,85.86
Abia,20230817,1.96,25.62,91.45
Abia,20230818,2.08,25.58,90.56
Abia,20230819,5.28,24.6,94.22
Abia,20230820,0.44,26.18,86.91
Abia,20230821,0.53,26.24,87.55
Abia,20230822,1.04,26.03,90.07
Abia,20230823,4.52,25.11,92.24
Abia,20230824,3.43,25.3,91.18
Abia,20230825,0.47,25.6,90.13
Abia,20230826,1.74,26.38,89.6
Abia,20230827,5.86,25.29,91.66
Abia,20230828,2.03,25.9,86.25
Abia,20230829,4.95,25.88,89.43
Abia,20230830,4.73,25.32,91.62
Abia,20230831,2.08,26.22,87.6
Abia,20230901,6.97,25.65,90.69
Abia,20230902,23.65,24.88,92.34
Abia,20230903,8.18,25.85,88.65
Abia,20230904,20.06,24.93,91.76
Abia,20230905,28.54,25.67,87.84
Abia,20230906,5.65,26.59,84.55
Abia,20230907,11.0,25.79,91.48
Abia,20230908,18.26,25.3,93.28
Abia,20230909,11.04,25.45,90.54
Abia,20230910,1.81,25.41,89.74
Abia,20230911,1.88,26.13,88.35
Abia,20230912,3.76,25.73,91.15
Abia,20230913,4.96,25.59,90.97
Abia,20230914,2.2,25.52,90.2
Abia,20230915,7.17,25.44,93.08
Abia,20230916,4.62,25.09,93.54
Abia,20230917,4.66,25.78,89.59
Abia,20230918,3.41,25.74,87.92
Abia,20230919,5.78,25.11,90.26
Abia,20230920,3.68,26.55,87.65
Abia,20230921,5.2,26.54,89.68
Abia,20230922,25.19,25.3,94.21
Abia,20230923,4.63,24.55,92.68
Abia,20230924,0.5,25.42,87.69
Abia,20230925,0.53,26.2,85.77
Abia,20230926,0.92,27.08,86.61
Abia,20230927,0.95,26.46,90.78
Abia,20230928,16.44,25.98,93.43
Abia,20230929,15.87,25.75,92.79
Abia,20230930,2.56,26.0,89.89
Abia,20231001,8.11,26.64,89.67
Abia,20231002,11.75,26.81,89.33
Abia,20231003,6.0,25.99,91.21
Abia,20231004,5.4,25.37,94.35
Abia,20231005,2.81,26.39,86.58
Abia,20231006,1.62,26.7,88.2
Abia,20231007,4.13,25.38,92.59
Abia,20231008,2.45,25.06,91.55
Abia,20231009,8.19,27.01,83.59
Abia,20231010,6.78,26.0,88.75
Abia,20231011,2.79,25.7,92.68
Abia,20231012,4.35,25.26,92.93
Abia,20231013,6.29,26.73,87.63
Abia,20231014,6.9,25.84,92.64
Abia,20231015,42.81,25.39,94.55
Abia,20231016,17.47,24.81,91.81
Abia,20231017,2.15,26.01,84.25
Abia,20231018,2.86,26.72,87.89
Abia,20231019,4.19,25.64,94.1
Abia,20231020,2.35,26.74,87.53
Abia,20231021,3.36,26.32,91.6
Abia,20231022,5.96,26.95,89.35
Abia,20231023,7.62,25.95,93.32
Abia,20231024,2.81,25.62,93.08
Abia,20231025,0.77,25.41,90.95
Abia,20231026,0.12,25.92,89.32
